,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
3609,37634420,Курганскаяобласть,,10,10,15,11,False
3610,37634424,Курганскаяобласть,,11,11,4,8,False
3611,37634428,Курганскаяобласть,,13,13,6,2,False
3612,37634432,Курганскаяобласть,,11,11,10,5,False
3613,37634436,Курганскаяобласть,,13,13,15,9,False
3614,37634440,Курганскаяобласть,,3,3,1,2,False
3615,37634444,Курганскаяобласть,,2,2,2,2,False
3616,37634445,Курганскаяобласть,,6,6,2,1,False
3617,37634446,Курганскаяобласть,,,2,2,2,False
3618,37634448,Курганскаяобласть,,12,12,13,10,False
3619,37634452,Курганскаяобласть,,1,1,2,2,False
3620,37634456,Курганскаяобласть,,77,77,78,65,False
3621,37634460,Курганскаяобласть,,13,13,13,10,False
3622,37636400,Курганскаяобласть,94,80,80,,,False
3623,37636404,Курганскаяобласть,,1,1,3,3,False
3624,37636408,Курганскаяобласть,,3,3,2,5,False
3625,37636412,Курганскаяобласть,,7,7,2,4,False
3626,37636416,Курганскаяобласть,,3,3,3,7,False
3627,37636418,Курганскаяобласть,,1,1,1,1,False
3628,37636420,Курганскаяобласть,,4,4,1,1,False
3629,37636424,Курганскаяобласть,,1,1,2,8,False
3630,37636428,Курганскаяобласть,,62,62,55,38,False
3631,37636432,Курганскаяобласть,,2,2,2,2,False
3632,37638400,Курганскаяобласть,367,300,300,,,False
3633,37638403,Курганскаяобласть,,1,1,2,2,False
3634,37638405,Курганскаяобласть,,9,9,20,13,False
3635,37638406,Курганскаяобласть,,7,7,3,2,False
3636,37638408,Курганскаяобласть,,3,3,7,8,False
3637,37638411,Курганскаяобласть,,4,4,2,1,False
3638,37638414,Курганскаяобласть,,14,14,11,4,False
3639,37638417,Курганскаяобласть,,,7,7,2,False
3640,37638420,Курганскаяобласть,,2,2,7,7,False
3641,37638424,Курганскаяобласть,,5,5,5,1,False
3642,37638426,Курганскаяобласть,,8,8,4,4,False
3643,37638429,Курганскаяобласть,,1,1,1,1,False
3644,37638432,Курганскаяобласть,,11,11,13,13,False
3645,37638434,Курганскаяобласть,,10,10,11,10,False
3646,37638435,Курганскаяобласть,,4,4,7,10,False
3647,37638437,Курганскаяобласть,,15,15,15,17,False
3648,37638438,Курганскаяобласть,,8,8,6,6,False
3649,37638440,Курганскаяобласть,,24,24,27,17,False
3650,37638445,Курганскаяобласть,,7,7,2,10,False
3651,37638446,Курганскаяобласть,,10,10,6,5,False
3652,37638449,Курганскаяобласть,,2,2,4,1,False
3653,37638452,Курганскаяобласть,,2,2,6,6,False
3654,37638455,Курганскаяобласть,,2,2,6,3,False
3655,37638458,Курганскаяобласть,,12,12,11,8,False
3656,37638461,Курганскаяобласть,,12,12,8,15,False
3657,37638464,Курганскаяобласть,,14,14,12,7,False
3658,37638467,Курганскаяобласть,,2,2,5,2,False
3659,37638469,Курганскаяобласть,,,3,3,4,False
3660,37638475,Курганскаяобласть,,38,38,29,24,False
3661,37638477,Курганскаяобласть,,8,8,2,4,False
3662,37638480,Курганскаяобласть,,4,4,2,1,False
3663,37638483,Курганскаяобласть,,11,11,15,6,False
3664,37638486,Курганскаяобласть,,1,1,2,2,False
3665,37638489,Курганскаяобласть,,7,7,5,7,False
3666,37638492,Курганскаяобласть,,13,13,8,4,False
3667,37638495,Курганскаяобласть,,7,7,5,7,False
3668,37640400,Курганскаяобласть,208,156,156,,,False
3669,37640404,Курганскаяобласть,,23,23,13,9,False
3670,37640412,Курганскаяобласть,,2,2,3,1,False
3671,37640416,Курганскаяобласть,,2,2,2,1,False
3672,37640420,Курганскаяобласть,,1,1,5,4,False
3673,37640424,Курганскаяобласть,,2,2,5,4,False
3674,37640428,Курганскаяобласть,,5,5,5,2,False
3675,37640432,Курганскаяобласть,,4,4,4,4,False
3676,37640436,Курганскаяобласть,,10,10,11,10,False
3677,37640440,Курганскаяобласть,,18,18,13,16,False
3678,37640444,Курганскаяобласть,,9,9,5,7,False
3679,37640448,Курганскаяобласть,,2,2,2,2,False
3680,37640452,Курганскаяобласть,,3,3,10,5,False
3681,37640456,Курганскаяобласть,,6,6,8,5,False
3682,37640460,Курганскаяобласть,,5,5,9,7,False
3683,37640464,Курганскаяобласть,,70,70,63,47,False
3684,37640468,Курганскаяобласть,,3,3,2,2,False
3685,37640472,Курганскаяобласть,,,2,2,2,False
3686,37642400,Курганскаяобласть,114,111,111,,,False
3687,37642404,Курганскаяобласть,,3,3,2,3,False
3688,37642408,Курганскаяобласть,,10,10,5,7,False
3689,37642412,Курганскаяобласть,,5,5,3,3,False
3690,37642416,Курганскаяобласть,,7,7,14,11,False
3691,37642420,Курганскаяобласть,,8,8,6,10,False
3692,37642424,Курганскаяобласть,,1,1,3,3,False
3693,37642428,Курганскаяобласть,,8,8,7,2,False
3694,37642430,Курганскаяобласть,,3,3,6,6,False
3695,37642432,Курганскаяобласть,,1,1,3,1,False
3696,37642440,Курганскаяобласть,,,1,1,1,False
3697,37642444,Курганскаяобласть,,7,7,8,9,False
3698,37642448,Курганскаяобласть,,2,2,3,5,False
3699,37642452,Курганскаяобласть,,6,6,3,4,False
3700,37642456,Курганскаяобласть,,1,1,5,4,False
3701,37642460,Курганскаяобласть,,,3,3,4,False
3702,37642464,Курганскаяобласть,,2,2,9,4,False
3703,37644400,Курганскаяобласть,152,122,122,,,False
3704,37644404,Курганскаяобласть,,5,5,8,6,False
3705,37644408,Курганскаяобласть,,4,4,4,5,False
3706,37644412,Курганскаяобласть,,4,4,6,1,False
3707,37644416,Курганскаяобласть,,9,9,11,9,False
3708,37644420,Курганскаяобласть,,7,7,7,6,False
3709,37644422,Курганскаяобласть,,5,5,8,4,False
3710,37644424,Курганскаяобласть,,2,2,2,1,False
3711,37644428,Курганскаяобласть,,8,8,3,6,False
3712,37644432,Курганскаяобласть,,7,7,4,7,False
3713,37644436,Курганскаяобласть,,5,5,3,4,False
3714,37644438,Курганскаяобласть,,7,7,6,9,False
3715,37644440,Курганскаяобласть,,1,1,6,5,False
3716,37644444,Курганскаяобласть,,12,12,7,9,False
3717,37644446,Курганскаяобласть,,1,1,1,1,False
3718,37644448,Курганскаяобласть,,5,5,6,10,False
3719,37644452,Курганскаяобласть,,13,13,17,8,False
3720,37646100,Курганскаяобласть,10,13,13,,,False
3721,37646400,Курганскаяобласть,154,127,127,,,False
3722,37646404,Курганскаяобласть,,7,7,2,1,False
3723,37646408,Курганскаяобласть,,9,9,2,6,False
3724,37646412,Курганскаяобласть,,14,14,11,10,False
3725,37646416,Курганскаяобласть,,7,7,11,6,False
3726,37646420,Курганскаяобласть,,21,21,8,7,False
3727,37646424,Курганскаяобласть,,17,17,19,16,True
3728,37646428,Курганскаяобласть,,7,7,8,6,False
3729,37646432,Курганскаяобласть,,7,7,9,7,False
3730,37646436,Курганскаяобласть,,7,7,7,3,False
3731,37646438,Курганскаяобласть,,4,4,3,1,False
3732,37646440,Курганскаяобласть,,8,8,4,3,False
3733,37646441,Курганскаяобласть,,4,4,3,2,False
3734,37646442,Курганскаяобласть,,2,2,4,1,False
3735,37646444,Курганскаяобласть,,10,10,8,9,False
3736,38602000,Курскаяобласть,,,,147,147,False
3737,38602400,Курскаяобласть,172,179,156,123,123,False
3738,38602404,Курскаяобласть,18,18,3,3,12,False
3739,38602408,Курскаяобласть,36,36,36,36,37,False
3740,38602412,Курскаяобласть,2,2,5,5,6,False
3741,38602416,Курскаяобласть,5,5,6,6,7,False
3742,38602420,Курскаяобласть,28,28,14,14,18,False
3743,38602424,Курскаяобласть,12,12,9,9,8,False
3744,38602428,Курскаяобласть,10,10,4,4,15,False
3745,38602430,Курскаяобласть,12,12,7,7,11,False
3746,38602432,Курскаяобласть,11,11,2,2,3,False
3747,38602436,Курскаяобласть,6,6,7,7,8,False
3748,38602438,Курскаяобласть,6,6,8,8,7,False
3749,38602452,Курскаяобласть,7,7,8,8,2,False
3750,38602454,Курскаяобласть,17,17,8,8,7,False
3751,38602460,Курскаяобласть,2,2,6,6,6,False
3752,38603000,Курскаяобласть,,,,80,80,False
3753,38603400,Курскаяобласть,119,112,122,82,82,False
3754,38603403,Курскаяобласть,35,35,38,38,32,False
3755,38603412,Курскаяобласть,18,18,8,8,6,False
3756,38603425,Курскаяобласть,24,24,8,8,16,False
3757,38603427,Курскаяобласть,8,8,8,8,7,False
3758,38603430,Курскаяобласть,8,8,7,7,2,False
3759,38603451,Курскаяобласть,18,18,11,11,8,False
3760,38603457,Курскаяобласть,8,8,2,2,9,False
3761,38604000,Курскаяобласть,,,,81,81,False
3762,38604400,Курскаяобласть,135,104,111,92,92,False
3763,38604404,Курскаяобласть,4,4,1,1,3,False
3764,38604412,Курскаяобласть,11,11,10,10,4,False
3765,38604420,Курскаяобласть,24,24,12,12,9,False
3766,38604424,Курскаяобласть,4,4,3,3,3,False
3767,38604428,Курскаяобласть,18,18,11,11,16,False
3768,38604432,Курскаяобласть,11,11,9,9,4,False
3769,38604436,Курскаяобласть,26,26,17,17,14,False
3770,38604440,Курскаяобласть,6,6,4,4,8,False
3771,38604444,Курскаяобласть,11,11,7,7,7,False
3772,38604448,Курскаяобласть,12,12,12,12,12,False
3773,38604456,Курскаяобласть,8,8,6,6,4,False
3774,38606000,Курскаяобласть,,,,51,51,False
3775,38606400,Курскаяобласть,73,73,55,51,51,False
3776,38606404,Курскаяобласть,0,0,2,2,3,False
3777,38606408,Курскаяобласть,4,4,3,3,2,False
3778,38606412,Курскаяобласть,5,5,2,2,2,False
3779,38606416,Курскаяобласть,4,4,3,3,2,False
3780,38606424,Курскаяобласть,4,4,1,1,1,False
3781,38606428,Курскаяобласть,5,5,4,4,7,False
3782,38606432,Курскаяобласть,0,0,2,2,2,False
3783,38606436,Курскаяобласть,10,10,3,3,11,False
3784,38606444,Курскаяобласть,6,6,7,7,5,False
3785,38606448,Курскаяобласть,9,9,5,5,3,False
3786,38606452,Курскаяобласть,11,11,7,7,4,False
3787,38606460,Курскаяобласть,5,5,3,3,4,False
3788,38606468,Курскаяобласть,3,3,3,3,2,False
3789,38606472,Курскаяобласть,7,7,6,6,6,False
3790,38608000,Курскаяобласть,,,,53,53,False
3791,38608400,Курскаяобласть,61,47,54,43,43,False
3792,38608416,Курскаяобласть,6,6,5,5,3,False
3793,38608420,Курскаяобласть,22,22,13,13,12,False
3794,38608432,Курскаяобласть,4,4,4,4,4,False
3795,38608438,Курскаяобласть,17,17,6,6,16,True
3796,38608444,Курскаяобласть,5,5,5,5,5,False
3797,38608448,Курскаяобласть,3,3,4,4,5,False
3798,38608460,Курскаяобласть,4,4,6,6,8,False
3799,38610000,Курскаяобласть,,,,102,102,False
3800,38610400,Курскаяобласть,187,162,114,102,102,False
3801,38610404,Курскаяобласть,3,3,1,1,2,False
3802,38610406,Курскаяобласть,6,6,4,4,4,False
3803,38610408,Курскаяобласть,4,4,2,2,2,False
3804,38610410,Курскаяобласть,7,7,4,4,2,False
3805,38610412,Курскаяобласть,4,4,3,3,3,False
3806,38610414,Курскаяобласть,2,2,1,1,1,False
3807,38610416,Курскаяобласть,13,13,3,3,11,False
3808,38610420,Курскаяобласть,43,43,33,33,29,False
3809,38610422,Курскаяобласть,9,9,7,7,7,False
3810,38610424,Курскаяобласть,13,13,8,8,13,False
