,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
3119,25629422,Иркутскаяобласть,36,22,28,26,17,False
3120,25629427,Иркутскаяобласть,26,30,22,29,27,False
3121,25630402,Иркутскаяобласть,19,9,20,13,12,False
3122,25630404,Иркутскаяобласть,87,110,97,94,74,False
3123,25630407,Иркутскаяобласть,9,8,7,10,3,False
3124,25630410,Иркутскаяобласть,17,9,11,11,9,False
3125,25630413,Иркутскаяобласть,12,12,7,9,8,False
3126,25630420,Иркутскаяобласть,27,27,28,27,13,False
3127,25631404,Иркутскаяобласть,38,38,31,40,34,False
3128,25631407,Иркутскаяобласть,34,32,41,25,37,False
3129,25631417,Иркутскаяобласть,18,12,19,21,13,False
3130,25631422,Иркутскаяобласть,30,20,21,27,19,False
3131,25631424,Иркутскаяобласть,37,24,21,24,37,False
3132,25631425,Иркутскаяобласть,1,19,24,22,21,False
3133,25631426,Иркутскаяобласть,25,27,22,26,22,False
3134,25631427,Иркутскаяобласть,135,168,139,134,123,False
3135,25631429,Иркутскаяобласть,28,26,29,33,30,False
3136,25631433,Иркутскаяобласть,40,30,38,19,24,False
3137,25631440,Иркутскаяобласть,43,37,32,25,33,False
3138,25631445,Иркутскаяобласть,21,18,21,16,14,False
3139,25634402,Иркутскаяобласть,16,19,12,16,12,False
3140,25634404,Иркутскаяобласть,4,1,1,2,1,False
3141,25634407,Иркутскаяобласть,12,26,8,17,21,False
3142,25634408,Иркутскаяобласть,12,11,8,9,8,False
3143,25634420,Иркутскаяобласть,6,6,5,2,1,False
3144,25636402,Иркутскаяобласть,17,21,20,15,9,False
3145,25636404,Иркутскаяобласть,19,16,11,19,15,False
3146,25636406,Иркутскаяобласть,17,11,9,9,7,False
3147,25636408,Иркутскаяобласть,17,8,7,8,6,False
3148,25636410,Иркутскаяобласть,10,3,7,5,4,False
3149,25636413,Иркутскаяобласть,24,9,10,14,13,False
3150,25636417,Иркутскаяобласть,15,10,9,9,6,False
3151,25636422,Иркутскаяобласть,2,11,8,7,8,False
3152,25636427,Иркутскаяобласть,18,11,10,13,9,False
3153,25636428,Иркутскаяобласть,21,8,16,16,8,False
3154,25636431,Иркутскаяобласть,8,5,4,1,2,False
3155,25636434,Иркутскаяобласть,14,12,14,7,11,False
3156,25636437,Иркутскаяобласть,10,7,4,1,5,False
3157,25636440,Иркутскаяобласть,17,9,7,15,7,False
3158,25636443,Иркутскаяобласть,11,11,15,10,10,False
3159,25636446,Иркутскаяобласть,3,6,2,2,3,False
3160,25636452,Иркутскаяобласть,7,3,7,8,7,False
3161,25636455,Иркутскаяобласть,2,8,2,4,4,False
3162,25636458,Иркутскаяобласть,4,12,11,5,5,False
3163,25636461,Иркутскаяобласть,28,12,22,17,23,False
3164,25636465,Иркутскаяобласть,6,9,11,7,8,False
3165,25636466,Иркутскаяобласть,13,10,10,6,6,False
3166,25638401,Иркутскаяобласть,8,12,8,9,8,False
3167,25638404,Иркутскаяобласть,38,22,21,23,27,False
3168,25638407,Иркутскаяобласть,19,21,13,16,16,False
3169,25638408,Иркутскаяобласть,13,11,14,11,9,False
3170,25638410,Иркутскаяобласть,28,26,17,18,9,False
3171,25638413,Иркутскаяобласть,4,3,4,8,5,False
3172,25638416,Иркутскаяобласть,36,30,27,18,21,False
3173,25638419,Иркутскаяобласть,18,32,16,18,17,False
3174,25638422,Иркутскаяобласть,20,14,18,13,16,False
3175,25638425,Иркутскаяобласть,16,21,19,17,9,False
3176,25638428,Иркутскаяобласть,4,4,7,4,5,False
3177,25638431,Иркутскаяобласть,38,34,30,26,22,False
3178,25638437,Иркутскаяобласть,24,18,14,11,8,False
3179,25638438,Иркутскаяобласть,13,9,10,10,10,False
3180,25638440,Иркутскаяобласть,20,18,19,15,9,False
3181,25638442,Иркутскаяобласть,7,7,9,11,2,False
3182,25638443,Иркутскаяобласть,22,14,20,11,15,False
3183,25638444,Иркутскаяобласть,13,7,10,10,5,False
3184,25638445,Иркутскаяобласть,40,41,35,29,26,False
3185,25638446,Иркутскаяобласть,12,14,11,9,5,False
3186,25638449,Иркутскаяобласть,7,7,9,8,6,False
3187,25638452,Иркутскаяобласть,61,39,42,41,27,False
3188,25638453,Иркутскаяобласть,12,9,9,11,10,False
3189,25638454,Иркутскаяобласть,5,2,4,3,3,False
3190,25640404,Иркутскаяобласть,39,44,44,21,30,False
3191,25640407,Иркутскаяобласть,54,44,28,31,30,False
3192,25640410,Иркутскаяобласть,46,40,48,41,41,False
3193,25640412,Иркутскаяобласть,45,34,29,27,33,False
3194,25640414,Иркутскаяобласть,25,28,26,17,21,False
3195,25640416,Иркутскаяобласть,23,16,16,11,13,False
3196,25640419,Иркутскаяобласть,29,25,24,22,21,False
3197,25640422,Иркутскаяобласть,23,12,12,18,14,False
3198,25642401,Иркутскаяобласть,17,7,4,14,8,False
3199,25642403,Иркутскаяобласть,12,16,9,5,6,False
3200,25642404,Иркутскаяобласть,7,11,3,3,4,False
3201,25642405,Иркутскаяобласть,42,30,28,11,21,False
3202,25642407,Иркутскаяобласть,15,17,10,11,13,False
3203,25642408,Иркутскаяобласть,17,26,20,22,12,False
3204,25642410,Иркутскаяобласть,30,15,16,11,12,False
3205,25644407,Иркутскаяобласть,25,10,14,17,17,False
3206,25644410,Иркутскаяобласть,27,28,14,23,23,False
3207,25644413,Иркутскаяобласть,15,13,17,18,15,False
3208,25644422,Иркутскаяобласть,11,11,9,11,14,False
3209,25646402,Иркутскаяобласть,9,8,16,7,9,False
3210,25646404,Иркутскаяобласть,7,2,5,2,8,False
3211,25646407,Иркутскаяобласть,4,7,7,9,12,True
3212,25646413,Иркутскаяобласть,27,10,13,11,14,False
3213,25646422,Иркутскаяобласть,18,13,15,15,7,False
3214,25646425,Иркутскаяобласть,33,22,29,36,30,False
3215,25646428,Иркутскаяобласть,36,21,27,23,23,True
3216,25646431,Иркутскаяобласть,7,4,1,2,6,False
3217,25646434,Иркутскаяобласть,12,8,16,7,18,False
3218,25646437,Иркутскаяобласть,17,13,16,17,20,True
3219,25646446,Иркутскаяобласть,29,15,21,23,16,False
3220,25646447,Иркутскаяобласть,3,4,1,1,1,False
3221,25646448,Иркутскаяобласть,4,8,4,7,6,False
3222,25648402,Иркутскаяобласть,38,29,25,15,16,False
3223,25648404,Иркутскаяобласть,31,27,27,19,18,False
3224,25648405,Иркутскаяобласть,27,20,19,17,20,False
3225,25648407,Иркутскаяобласть,46,33,41,35,55,False
3226,25648410,Иркутскаяобласть,24,22,15,13,15,False
3227,25648412,Иркутскаяобласть,10,12,5,15,4,False
3228,25648416,Иркутскаяобласть,33,23,23,16,18,False
3229,25648417,Иркутскаяобласть,40,27,15,12,13,False
3230,25648418,Иркутскаяобласть,16,13,11,10,9,False
3231,25648419,Иркутскаяобласть,20,18,17,7,9,False
3232,25648422,Иркутскаяобласть,44,28,39,31,21,False
3233,25648425,Иркутскаяобласть,31,19,18,18,21,False
3234,25648428,Иркутскаяобласть,35,17,27,23,18,False
3235,25648431,Иркутскаяобласть,21,10,16,10,7,False
3236,25648434,Иркутскаяобласть,4,3,3,3,3,False
3237,25648437,Иркутскаяобласть,14,16,15,10,12,False
3238,25648443,Иркутскаяобласть,47,29,36,31,22,False
3239,25650402,Иркутскаяобласть,13,10,15,11,5,False
3240,25650407,Иркутскаяобласть,8,5,11,6,6,False
3241,25650410,Иркутскаяобласть,37,27,28,29,18,False
3242,25650414,Иркутскаяобласть,21,23,24,13,18,False
3243,25650416,Иркутскаяобласть,5,8,4,2,4,False
3244,25650419,Иркутскаяобласть,32,25,23,25,29,True
3245,25650422,Иркутскаяобласть,24,28,21,22,20,True
3246,25650425,Иркутскаяобласть,3,6,2,3,2,False
3247,25655402,Иркутскаяобласть,184,138,173,130,125,False
3248,25655407,Иркутскаяобласть,28,21,29,29,32,False
3249,25655408,Иркутскаяобласть,16,15,20,15,15,False
3250,25655415,Иркутскаяобласть,41,38,27,18,27,False
3251,25657401,Иркутскаяобласть,28,18,19,10,12,False
3252,25657402,Иркутскаяобласть,23,31,34,21,20,False
3253,25657413,Иркутскаяобласть,36,36,23,34,18,False
3254,25657416,Иркутскаяобласть,32,34,42,28,24,False
3255,25657419,Иркутскаяобласть,11,13,14,9,13,False
3256,25657420,Иркутскаяобласть,22,21,17,16,22,False
3257,25657422,Иркутскаяобласть,42,22,21,17,18,False
3258,25657432,Иркутскаяобласть,19,16,16,10,13,False
3259,25657435,Иркутскаяобласть,27,27,23,31,20,False
3260,25657442,Иркутскаяобласть,26,26,25,22,18,False
3261,25657444,Иркутскаяобласть,307,336,331,318,313,False
3262,25657447,Иркутскаяобласть,31,23,20,21,17,False
3263,25657448,Иркутскаяобласть,15,14,16,18,16,False
3264,37602000,Курганскаяобласть,127,105,105,,,False
3265,37604000,Курганскаяобласть,262,217,217,,,False
3266,37606000,Курганскаяобласть,163,143,143,,,False
3267,37608000,Курганскаяобласть,198,176,176,,,False
3268,37609000,Курганскаяобласть,143,116,116,,,False
3269,37610000,Курганскаяобласть,251,200,200,,,False
3270,37612000,Курганскаяобласть,125,84,84,,,False
3271,37614000,Курганскаяобласть,727,637,637,,,False
3272,37616000,Курганскаяобласть,203,164,164,,,False
3273,37618000,Курганскаяобласть,133,102,102,,,False
3274,37620000,Курганскаяобласть,153,110,110,,,False
3275,37622000,Курганскаяобласть,109,100,100,,,False
3276,37624000,Курганскаяобласть,150,155,155,,,False
3277,37626000,Курганскаяобласть,129,81,81,,,False
3278,37628000,Курганскаяобласть,190,153,153,,,False
3279,37630000,Курганскаяобласть,190,192,192,,,False
3280,37632000,Курганскаяобласть,137,132,132,,,False
3281,37634000,Курганскаяобласть,227,182,182,,,False
3282,37636000,Курганскаяобласть,94,80,80,,,False
3283,37638000,Курганскаяобласть,367,300,300,,,False
3284,37640000,Курганскаяобласть,208,156,156,,,False
3285,37642000,Курганскаяобласть,114,111,111,,,False
3286,37644000,Курганскаяобласть,152,122,122,,,False
3287,37646000,Курганскаяобласть,164,140,140,,,False
3288,37602400,Курганскаяобласть,127,105,105,,,False
3289,37602404,Курганскаяобласть,,43,43,40,38,False
3290,37602408,Курганскаяобласть,,3,3,3,3,False
3291,37602412,Курганскаяобласть,,2,2,1,1,False
3292,37602416,Курганскаяобласть,,3,3,3,1,False
3293,37602418,Курганскаяобласть,,8,8,5,6,False
3294,37602420,Курганскаяобласть,,2,2,1,4,False
3295,37602426,Курганскаяобласть,,1,1,1,,False
3296,37602430,Курганскаяобласть,,13,13,4,2,False
3297,37602438,Курганскаяобласть,,2,2,3,1,False
3298,37602442,Курганскаяобласть,,13,13,10,10,False
3299,37602446,Курганскаяобласть,,4,4,3,2,False
3300,37602451,Курганскаяобласть,,5,5,1,5,False
3301,37604400,Курганскаяобласть,262,217,217,,,False
3302,37604404,Курганскаяобласть,,5,5,3,1,False
3303,37604408,Курганскаяобласть,,86,86,52,69,False
3304,37604413,Курганскаяобласть,,10,10,8,5,False
3305,37604417,Курганскаяобласть,,15,15,9,15,False
3306,37604422,Курганскаяобласть,,5,5,3,3,False
3307,37604424,Курганскаяобласть,,1,1,1,2,False
3308,37604426,Курганскаяобласть,,5,5,6,3,False
3309,37604430,Курганскаяобласть,,4,4,3,3,False
3310,37604442,Курганскаяобласть,,7,7,7,7,False
3311,37604445,Курганскаяобласть,,3,3,2,5,False
3312,37604449,Курганскаяобласть,,8,8,19,6,False
3313,37604452,Курганскаяобласть,,12,12,16,13,False
3314,37604455,Курганскаяобласть,,5,5,2,2,False
3315,37604460,Курганскаяобласть,,,3,3,1,False
3316,37604463,Курганскаяобласть,,7,7,14,9,False
3317,37604466,Курганскаяобласть,,22,22,16,14,False
3318,37604470,Курганскаяобласть,,5,5,3,2,False
3319,37604475,Курганскаяобласть,,5,5,4,3,False
3320,37604480,Курганскаяобласть,,10,10,10,9,False
3321,37606400,Курганскаяобласть,163,143,143,,,False
3322,37606404,Курганскаяобласть,,5,5,10,3,False
3323,37606408,Курганскаяобласть,,5,5,8,7,False
3324,37606413,Курганскаяобласть,,10,10,9,5,False
3325,37606417,Курганскаяобласть,,3,3,1,4,False
3326,37606419,Курганскаяобласть,,2,2,3,2,False
3327,37606422,Курганскаяобласть,,7,7,8,5,False
3328,37606426,Курганскаяобласть,,1,1,4,4,False
3329,37606430,Курганскаяобласть,,21,21,14,7,False
3330,37606439,Курганскаяобласть,,3,3,2,3,False
3331,37606442,Курганскаяобласть,,19,19,13,18,False
3332,37606446,Курганскаяобласть,,6,6,2,5,False
3333,37606450,Курганскаяобласть,,7,7,6,4,False
3334,37606456,Курганскаяобласть,,4,4,3,5,False
3335,37606460,Курганскаяобласть,,4,4,2,3,False
3336,37606465,Курганскаяобласть,,5,5,3,5,False
3337,37606467,Курганскаяобласть,,3,3,2,3,False
3338,37606470,Курганскаяобласть,,8,8,10,7,False
3339,37606477,Курганскаяобласть,,10,10,3,8,False
3340,37608100,Курганскаяобласть,3,3,3,,,False
3341,37608400,Курганскаяобласть,195,173,173,,,False
3342,37608404,Курганскаяобласть,,10,10,8,7,False
3343,37608408,Курганскаяобласть,,9,9,2,5,False
3344,37608412,Курганскаяобласть,,2,2,1,3,False
3345,37608415,Курганскаяобласть,,20,20,8,10,False
3346,37608420,Курганскаяобласть,,2,2,4,2,False
3347,37608426,Курганскаяобласть,,1,1,3,3,False
3348,37608430,Курганскаяобласть,,5,5,2,5,False
3349,37608434,Курганскаяобласть,,11,11,5,6,False
3350,37608439,Курганскаяобласть,,3,3,5,3,False
3351,37608443,Курганскаяобласть,,8,8,4,8,False
3352,37608446,Курганскаяобласть,,,2,2,1,False
3353,37608450,Курганскаяобласть,,2,2,2,2,False
3354,37608454,Курганскаяобласть,,13,13,9,9,False
3355,37608458,Курганскаяобласть,,3,3,3,1,False
3356,37608463,Курганскаяобласть,,3,3,3,3,False
3357,37608467,Курганскаяобласть,,1,1,1,4,False
3358,37608470,Курганскаяобласть,,4,4,4,3,False
3359,37608474,Курганскаяобласть,,13,13,13,5,False
3360,37608478,Курганскаяобласть,,2,2,1,2,False
3361,37608482,Курганскаяобласть,,2,2,2,2,False
3362,37608485,Курганскаяобласть,,15,15,19,21,False
3363,37608488,Курганскаяобласть,,6,6,4,5,False
3364,37608491,Курганскаяобласть,,1,1,3,9,False
3365,37608494,Курганскаяобласть,,1,1,1,1,False
3366,37608497,Курганскаяобласть,,2,2,2,3,False
3367,37609400,Курганскаяобласть,143,116,116,,,False
3368,37609406,Курганскаяобласть,,,1,1,1,False
3369,37609418,Курганскаяобласть,,73,73,55,48,False
3370,37609421,Курганскаяобласть,,2,2,1,1,False
3371,37609430,Курганскаяобласть,,10,10,13,11,False
3372,37609441,Курганскаяобласть,,4,4,6,5,False
3373,37609445,Курганскаяобласть,,7,7,2,4,False
3374,37609448,Курганскаяобласть,,16,16,13,10,False
3375,37609452,Курганскаяобласть,,5,5,6,7,False
3376,37610100,Курганскаяобласть,9,3,3,,,False
3377,37610400,Курганскаяобласть,242,197,197,,,False
3378,37610404,Курганскаяобласть,,1,1,4,5,False
3379,37610408,Курганскаяобласть,,7,7,3,5,False
3380,37610412,Курганскаяобласть,,14,14,11,2,False
3381,37610416,Курганскаяобласть,,16,16,15,10,True
3382,37610420,Курганскаяобласть,,8,8,11,18,False
3383,37610424,Курганскаяобласть,,8,8,11,12,False
3384,37610427,Курганскаяобласть,,12,12,10,11,False
3385,37610429,Курганскаяобласть,,5,5,10,4,False
3386,37610430,Курганскаяобласть,,14,14,20,17,False
3387,37610438,Курганскаяобласть,,7,7,6,3,False
3388,37610441,Курганскаяобласть,,6,6,5,8,False
3389,37610445,Курганскаяобласть,,9,9,7,10,False
3390,37610447,Курганскаяобласть,,3,3,6,3,False
3391,37610448,Курганскаяобласть,,1,1,4,4,False
3392,37610452,Курганскаяобласть,,7,7,5,2,False
3393,37610455,Курганскаяобласть,,18,18,16,13,False
3394,37610460,Курганскаяобласть,,4,4,2,2,False
3395,37610464,Курганскаяобласть,,10,10,2,4,True
3396,37610468,Курганскаяобласть,,27,27,35,29,True
3397,37612400,Курганскаяобласть,125,84,84,,,False
3398,37612404,Курганскаяобласть,,2,2,3,2,False
3399,37612408,Курганскаяобласть,,11,11,13,10,False
3400,37612412,Курганскаяобласть,,4,4,1,5,False
3401,37612416,Курганскаяобласть,,4,4,5,4,False
3402,37612420,Курганскаяобласть,,18,18,7,8,False
3403,37612424,Курганскаяобласть,,4,4,5,1,False
3404,37612428,Курганскаяобласть,,19,19,17,27,False
3405,37612432,Курганскаяобласть,,,4,4,2,False
3406,37612436,Курганскаяобласть,,1,1,1,1,False
3407,37612440,Курганскаяобласть,,2,2,2,2,False
3408,37612444,Курганскаяобласть,,5,5,3,5,False
3409,37612448,Курганскаяобласть,,,1,1,1,False
3410,37612452,Курганскаяобласть,,10,10,5,5,False
3411,37612456,Курганскаяобласть,,6,6,5,2,False
3412,37612460,Курганскаяобласть,,14,14,10,6,False
3413,37614400,Курганскаяобласть,727,637,637,,,False
3414,37614404,Курганскаяобласть,,14,14,10,6,False
3415,37614408,Курганскаяобласть,,23,23,31,30,False
3416,37614412,Курганскаяобласть,,56,56,50,51,False
3417,37614420,Курганскаяобласть,,28,28,21,22,False
3418,37614424,Курганскаяобласть,,21,21,26,23,False
3419,37614428,Курганскаяобласть,,8,8,20,13,False
3420,37614432,Курганскаяобласть,,124,124,109,108,False
3421,37614436,Курганскаяобласть,,20,20,22,14,False
3422,37614440,Курганскаяобласть,,30,30,24,28,False
3423,37614444,Курганскаяобласть,,50,50,38,34,False
3424,37614446,Курганскаяобласть,,8,8,8,7,False
3425,37614448,Курганскаяобласть,,22,22,14,20,False
3426,37614452,Курганскаяобласть,,9,9,3,5,False
3427,37614453,Курганскаяобласть,,23,23,26,20,False
3428,37614456,Курганскаяобласть,,6,6,20,15,False
3429,37614460,Курганскаяобласть,,11,11,5,5,False
3430,37614464,Курганскаяобласть,,15,15,25,11,False
3431,37614468,Курганскаяобласть,,7,7,4,4,False
3432,37614470,Курганскаяобласть,,3,3,4,7,False
3433,37614472,Курганскаяобласть,,37,37,24,27,False
3434,37614473,Курганскаяобласть,,15,15,13,10,False
3435,37614474,Курганскаяобласть,,5,5,12,5,False
3436,37614475,Курганскаяобласть,,10,10,11,8,False
3437,37614476,Курганскаяобласть,,12,12,8,4,False
3438,37614477,Курганскаяобласть,,7,7,7,3,False
3439,37614478,Курганскаяобласть,,,1,1,2,False
3440,37614480,Курганскаяобласть,,5,5,5,5,False
3441,37614484,Курганскаяобласть,,18,18,11,8,False
3442,37616400,Курганскаяобласть,203,164,164,,,False
3443,37616402,Курганскаяобласть,,3,3,9,2,False
3444,37616404,Курганскаяобласть,,3,3,7,5,False
3445,37616410,Курганскаяобласть,,19,19,12,13,False
3446,37616412,Курганскаяобласть,,6,6,8,3,False
3447,37616416,Курганскаяобласть,,4,4,1,3,False
3448,37616418,Курганскаяобласть,,6,6,8,10,False
3449,37616420,Курганскаяобласть,,6,6,3,6,False
3450,37616424,Курганскаяобласть,,16,16,16,16,False
3451,37616428,Курганскаяобласть,,7,7,3,5,False
3452,37616430,Курганскаяобласть,,4,4,7,1,False
3453,37616432,Курганскаяобласть,,7,7,6,4,False
3454,37616436,Курганскаяобласть,,4,4,6,7,False
3455,37616440,Курганскаяобласть,,,,3,3,False
3456,37616444,Курганскаяобласть,,18,18,18,24,False
3457,37616448,Курганскаяобласть,,3,3,10,3,False
3458,37616451,Курганскаяобласть,,7,7,2,4,False
3459,37616452,Курганскаяобласть,,11,11,11,12,False
3460,37616460,Курганскаяобласть,,4,4,6,5,False
3461,37616464,Курганскаяобласть,,13,13,9,10,False
3462,37616470,Курганскаяобласть,,2,2,2,2,False
3463,37618100,Курганскаяобласть,6,3,3,,,False
3464,37618400,Курганскаяобласть,127,99,99,,,False
3465,37618404,Курганскаяобласть,,7,7,4,6,False
3466,37618408,Курганскаяобласть,,6,6,6,7,False
3467,37618410,Курганскаяобласть,,,,2,2,False
3468,37618412,Курганскаяобласть,,2,2,2,1,False
3469,37618416,Курганскаяобласть,,8,8,2,6,False
3470,37618420,Курганскаяобласть,,1,1,5,1,False
3471,37618424,Курганскаяобласть,,7,7,3,4,False
3472,37618428,Курганскаяобласть,,6,6,13,7,False
3473,37618432,Курганскаяобласть,,22,22,18,19,False
3474,37618436,Курганскаяобласть,,3,3,2,1,False
3475,37618440,Курганскаяобласть,,7,7,2,4,False
3476,37618444,Курганскаяобласть,,3,3,3,2,False
3477,37618446,Курганскаяобласть,,6,6,11,3,False
3478,37618448,Курганскаяобласть,,2,2,5,2,False
3479,37618452,Курганскаяобласть,,3,3,5,3,False
3480,37618456,Курганскаяобласть,,7,7,5,3,False
3481,37618460,Курганскаяобласть,,2,2,1,1,False
3482,37618464,Курганскаяобласть,,3,3,10,4,False
3483,37620400,Курганскаяобласть,153,110,110,,,False
3484,37620404,Курганскаяобласть,,3,3,4,1,False
3485,37620408,Курганскаяобласть,,3,3,1,3,False
3486,37620412,Курганскаяобласть,,2,2,7,4,True
3487,37620416,Курганскаяобласть,,11,11,11,8,False
3488,37620420,Курганскаяобласть,,14,14,1,4,False
3489,37620428,Курганскаяобласть,,1,1,2,2,False
3490,37620432,Курганскаяобласть,,7,7,6,4,True
3491,37620436,Курганскаяобласть,,5,5,1,1,False
3492,37620440,Курганскаяобласть,,11,11,8,2,False
3493,37620444,Курганскаяобласть,,10,10,7,2,True
3494,37620446,Курганскаяобласть,,7,7,8,9,False
3495,37620450,Курганскаяобласть,,2,2,4,2,False
3496,37620454,Курганскаяобласть,,6,6,4,5,True
3497,37620456,Курганскаяобласть,,4,4,3,4,False
3498,37620458,Курганскаяобласть,,6,6,10,6,False
3499,37620460,Курганскаяобласть,,1,1,1,1,False
3500,37620461,Курганскаяобласть,,1,1,1,1,False
3501,37620462,Курганскаяобласть,,5,5,1,2,True
3502,37622100,Курганскаяобласть,3,1,1,,,False
3503,37622400,Курганскаяобласть,106,99,99,,,False
3504,37622404,Курганскаяобласть,,2,2,3,3,False
3505,37622408,Курганскаяобласть,,8,8,10,10,False
3506,37622412,Курганскаяобласть,,8,8,5,3,False
3507,37622416,Курганскаяобласть,,4,4,2,2,False
3508,37622420,Курганскаяобласть,,5,5,2,4,False
3509,37622424,Курганскаяобласть,,2,2,1,1,False
3510,37622426,Курганскаяобласть,,7,7,21,17,False
3511,37622430,Курганскаяобласть,,4,4,3,2,False
3512,37622434,Курганскаяобласть,,15,15,7,7,False
3513,37622440,Курганскаяобласть,,5,5,6,2,False
3514,37622444,Курганскаяобласть,,4,4,1,1,False
3515,37622448,Курганскаяобласть,,4,4,3,4,False
3516,37622452,Курганскаяобласть,,3,3,3,3,False
3517,37622456,Курганскаяобласть,,2,2,2,1,False
3518,37622460,Курганскаяобласть,,4,4,2,3,False
3519,37622468,Курганскаяобласть,,,2,2,2,False
3520,37622472,Курганскаяобласть,,2,2,3,3,False
3521,37624400,Курганскаяобласть,150,155,155,,,False
3522,37624404,Курганскаяобласть,,2,2,3,3,False
3523,37624408,Курганскаяобласть,,2,2,3,4,False
3524,37624412,Курганскаяобласть,,2,2,2,2,False
3525,37624416,Курганскаяобласть,,4,4,5,1,False
3526,37624420,Курганскаяобласть,,3,3,4,1,False
3527,37624424,Курганскаяобласть,,5,5,5,9,False
3528,37624426,Курганскаяобласть,,10,10,5,7,False
3529,37624428,Курганскаяобласть,,64,64,63,55,False
3530,37624436,Курганскаяобласть,,3,3,2,2,False
3531,37624440,Курганскаяобласть,,4,4,4,1,False
3532,37624442,Курганскаяобласть,,12,12,7,8,False
3533,37624443,Курганскаяобласть,,5,5,12,7,False
3534,37624444,Курганскаяобласть,,9,9,5,7,False
3535,37624448,Курганскаяобласть,,1,1,1,1,False
3536,37624452,Курганскаяобласть,,7,7,6,3,False
3537,37624456,Курганскаяобласть,,6,6,1,6,False
3538,37624460,Курганскаяобласть,,3,3,3,1,False
3539,37626400,Курганскаяобласть,129,81,81,,,False
3540,37626404,Курганскаяобласть,,9,9,5,1,False
3541,37626408,Курганскаяобласть,,3,3,1,4,False
3542,37626412,Курганскаяобласть,,3,3,1,1,False
3543,37626416,Курганскаяобласть,,5,5,1,3,False
3544,37626420,Курганскаяобласть,,7,7,5,3,False
3545,37626422,Курганскаяобласть,,6,6,5,1,False
3546,37626423,Курганскаяобласть,,9,9,3,4,False
3547,37626424,Курганскаяобласть,,7,7,2,4,False
3548,37626428,Курганскаяобласть,,5,5,4,3,False
3549,37626430,Курганскаяобласть,,6,6,4,3,False
3550,37626432,Курганскаяобласть,,15,15,11,6,False
3551,37626436,Курганскаяобласть,,1,1,5,4,False
3552,37626440,Курганскаяобласть,,2,2,3,3,False
3553,37626444,Курганскаяобласть,,5,5,3,1,False
3554,37626448,Курганскаяобласть,,4,4,3,3,False
3555,37626452,Курганскаяобласть,,5,5,7,6,False
3556,37626456,Курганскаяобласть,,2,2,1,1,False
3557,37628400,Курганскаяобласть,190,153,153,,,False
3558,37628406,Курганскаяобласть,,7,7,3,5,False
3559,37628408,Курганскаяобласть,,4,4,9,4,False
3560,37628412,Курганскаяобласть,,1,1,1,,False
3561,37628416,Курганскаяобласть,,1,1,2,2,False
3562,37628418,Курганскаяобласть,,2,2,3,5,False
3563,37628420,Курганскаяобласть,,3,3,1,1,False
3564,37628422,Курганскаяобласть,,10,10,13,11,False
3565,37628424,Курганскаяобласть,,1,1,3,2,False
3566,37628428,Курганскаяобласть,,57,57,69,54,True
3567,37628430,Курганскаяобласть,,3,3,7,3,False
3568,37628432,Курганскаяобласть,,13,13,13,10,False
3569,37628436,Курганскаяобласть,,1,1,1,1,False
3570,37628437,Курганскаяобласть,,6,6,1,4,False
3571,37628438,Курганскаяобласть,,3,3,9,5,False
3572,37628440,Курганскаяобласть,,7,7,8,4,False
3573,37630400,Курганскаяобласть,190,192,192,,,False
3574,37630404,Курганскаяобласть,,7,7,6,2,False
3575,37630408,Курганскаяобласть,,3,3,7,5,False
3576,37630412,Курганскаяобласть,,5,5,4,8,False
3577,37630416,Курганскаяобласть,,47,47,54,39,False
3578,37630420,Курганскаяобласть,,4,4,1,5,False
3579,37630433,Курганскаяобласть,,14,14,5,3,False
3580,37630434,Курганскаяобласть,,17,17,7,15,False
3581,37630436,Курганскаяобласть,,3,3,3,3,False
3582,37630444,Курганскаяобласть,,11,11,5,5,False
3583,37630448,Курганскаяобласть,,2,2,1,1,False
3584,37630450,Курганскаяобласть,,8,8,10,12,False
3585,37630456,Курганскаяобласть,,8,8,3,3,False
3586,37630460,Курганскаяобласть,,10,10,15,5,False
3587,37630464,Курганскаяобласть,,,7,7,2,False
3588,37632400,Курганскаяобласть,137,132,132,,,False
3589,37632404,Курганскаяобласть,,2,2,1,1,False
3590,37632408,Курганскаяобласть,,3,3,5,1,False
3591,37632412,Курганскаяобласть,,7,7,5,3,False
3592,37632416,Курганскаяобласть,,4,4,4,4,False
3593,37632418,Курганскаяобласть,,5,5,2,4,False
3594,37632420,Курганскаяобласть,,5,5,5,3,False
3595,37632422,Курганскаяобласть,,3,3,4,2,False
3596,37632424,Курганскаяобласть,,3,3,3,4,False
3597,37632428,Курганскаяобласть,,56,56,35,41,False
3598,37632430,Курганскаяобласть,,7,7,7,2,False
3599,37632432,Курганскаяобласть,,1,1,3,2,False
3600,37632436,Курганскаяобласть,,7,7,6,2,False
3601,37632440,Курганскаяобласть,,13,13,4,5,False
3602,37634400,Курганскаяобласть,227,182,182,,,False
3603,37634404,Курганскаяобласть,,6,6,4,4,False
3604,37634408,Курганскаяобласть,,3,3,3,2,False
3605,37634410,Курганскаяобласть,,4,4,3,7,False
3606,37634412,Курганскаяобласть,,5,5,2,3,False
3607,37634414,Курганскаяобласть,,7,7,3,4,False
3608,37634416,Курганскаяобласть,,2,2,7,5,False
