регион,МО,2017,2018,октмо
Алтайский край,камышенский,891,891,
Алтайский край,малиновский,1263,1231,
Алтайский край,овечкинский,725,715,1611467
Алтайский край,светловский,545,536,
Алтайский край,тумановский,325,317,
Алтайский край,харитоновский,1021,990,
Алтайский край,чернавский,548,541,
Алтайский край,чистоозрский,1276,1251,
Алтайский край,большекалтайский,494,475,
Алтайский край,борисовский,818,795,
Алтайский край,думчевский,599,590,
Алтайский край,залесовский,7749,7865,
Алтайский край,кордонский,555,542,
Алтайский край,пещерский,1227,1202,
Алтайский край,тундрихинский,529,520,
Алтайский край,чермушкинский,1258,1235,
Алтайский край,шатуновский,812,796,
Алтайский край,аламбайский,474,461,
Алтайский край,верхкамышенский,697,697,
Алтайский край,воскресенский,399,370,
Алтайский край,голухинский,1618,1602,1613428
Алтайский край,гоношихинский,1162,1138,
Алтайский край,гришинский,469,458,
Алтайский край,жуланихинский,677,673,1613436
Алтайский край,зыряновский,569,557,
Алтайский край,комарский,622,625,
Алтайский край,новодраченинский,1058,1035,
Алтайский край,новозыряновский,698,680,
Алтайский край,новокопыловский,1000,979,
