,region_name,value,oktmo,in_program
3456,Алтайский край,888.0,1649450,False
3462,Алтайский край,1519.0,1649452,False
3468,Алтайский край,446.0,1649454,False
3474,Алтайский край,547.0,1649460,False
3480,Алтайский край,8732.0,1649462,False
3486,Алтайский край,1291.0,1649469,False
3492,Алтайский край,483.0,1649475,False
3498,Алтайский край,327.0,1649480,False
3504,Алтайский край,1248.0,1649491,False
3511,Алтайский край,22408.0,1649000,False
3517,Алтайский край,1469.0,1650411,False
3523,Алтайский край,1262.0,1650422,False
3529,Алтайский край,736.0,1650433,False
3535,Алтайский край,609.0,1650444,False
3541,Алтайский край,733.0,1650455,False
3547,Алтайский край,1096.0,1650460,False
3553,Алтайский край,4720.0,1650466,False
3559,Алтайский край,1999.0,1650477,False
3565,Алтайский край,673.0,1650488,False
3572,Алтайский край,13297.0,1650000,False
3578,Алтайский край,2315.0,1651408,False
3584,Алтайский край,1735.0,1651410,False
3590,Алтайский край,1714.0,1651414,False
3596,Алтайский край,955.0,1651425,False
3602,Алтайский край,1588.0,1651430,False
3608,Алтайский край,1170.0,1651434,False
3614,Алтайский край,512.0,1651440,False
3620,Алтайский край,1031.0,1651454,False
3626,Алтайский край,9536.0,1651457,False
3632,Алтайский край,2523.0,1651470,False
3638,Алтайский край,451.0,1651492,False
3645,Алтайский край,23530.0,1651000,False
3651,Алтайский край,463.0,1652403,False
3657,Алтайский край,1069.0,1652407,False
3663,Алтайский край,1887.0,1652416,False
3669,Алтайский край,442.0,1652420,False
3675,Алтайский край,614.0,1652425,False
3681,Алтайский край,502.0,1652432,False
3687,Алтайский край,555.0,1652436,False
3693,Алтайский край,327.0,1652450,False
3699,Алтайский край,366.0,1652452,False
3705,Алтайский край,5279.0,1652458,False
3711,Алтайский край,359.0,1652461,False
3717,Алтайский край,569.0,1652469,False
3723,Алтайский край,1738.0,1652480,False
3729,Алтайский край,481.0,1652485,False
3736,Алтайский край,14651.0,1652000,False
3742,Алтайский край,1008.0,1653411,False
3748,Алтайский край,1470.0,1653422,False
3754,Алтайский край,827.0,1653433,False
3759,Алтайский край,1533.0,1653455,False
3765,Алтайский край,1172.0,1653466,False
3771,Алтайский край,930.0,1653477,False
3777,Алтайский край,989.0,1653480,False
3783,Алтайский край,4667.0,1653488,False
3789,Алтайский край,550.0,1653490,False
3794,Алтайский край,13146.0,1653000,False
3800,Алтайский край,1405.0,1654408,False
3806,Алтайский край,1707.0,1654411,False
3812,Алтайский край,754.0,1654422,False
3818,Алтайский край,577.0,1654433,False
3824,Алтайский край,1156.0,1654444,False
3830,Алтайский край,485.0,1654446,False
3836,Алтайский край,544.0,1654448,False
3842,Алтайский край,6401.0,1654455,False
3848,Алтайский край,1419.0,1654466,False
3855,Алтайский край,14448.0,1654000,False
3861,Алтайский край,186.0,1655408,False
3867,Алтайский край,710.0,1655411,False
3873,Алтайский край,743.0,1655419,False
3879,Алтайский край,689.0,1655423,False
3885,Алтайский край,409.0,1655434,False
3891,Алтайский край,1116.0,1655440,False
3897,Алтайский край,469.0,1655443,False
3903,Алтайский край,1033.0,1655446,False
3909,Алтайский край,689.0,1655457,False
3915,Алтайский край,668.0,1655460,False
3921,Алтайский край,456.0,1655470,False
3927,Алтайский край,4795.0,1655480,False
3933,Алтайский край,190.0,1655491,False
3940,Алтайский край,12153.0,1655000,False
3946,Алтайский край,751.0,1656412,False
3952,Алтайский край,1977.0,1656420,False
3958,Алтайский край,1245.0,1656430,False
3964,Алтайский край,1206.0,1656435,False
3970,Алтайский край,1801.0,1656446,False
3976,Алтайский край,624.0,1656460,False
3982,Алтайский край,970.0,1656480,False
3988,Алтайский край,457.0,1656486,False
3994,Алтайский край,1149.0,1656490,False
4000,Алтайский край,5246.0,1656493,False
4007,Алтайский край,15426.0,1656000,False
4013,Алтайский край,1977.0,1657407,False
4019,Алтайский край,1513.0,1657412,False
4025,Алтайский край,616.0,1657415,False
4031,Алтайский край,796.0,1657420,False
4037,Алтайский край,628.0,1657430,False
4043,Алтайский край,1132.0,1657434,False
4049,Алтайский край,686.0,1657445,False
4055,Алтайский край,1367.0,1657464,False
4061,Алтайский край,880.0,1657468,False
4067,Алтайский край,466.0,1657473,False
4073,Алтайский край,4914.0,1657479,False
4079,Алтайский край,871.0,1657490,False
4086,Алтайский край,15846.0,1657000,False
4092,Алтайский край,931.0,1658411,False
4098,Алтайский край,1327.0,1658420,False
4104,Алтайский край,1147.0,1658422,False
4110,Алтайский край,1385.0,1658433,False
4116,Алтайский край,853.0,1658444,False
4122,Алтайский край,730.0,1658455,False
4128,Алтайский край,1097.0,1658466,False
4134,Алтайский край,1092.0,1658477,False
4140,Алтайский край,3161.0,1658488,False
4147,Алтайский край,11723.0,1658000,False
4153,Алтайский край,1106.0,1659409,False
4159,Алтайский край,934.0,1659413,False
4165,Алтайский край,971.0,1659420,False
4171,Алтайский край,1278.0,1659426,False
4177,Алтайский край,1231.0,1659430,False
4183,Алтайский край,1113.0,1659435,False
4189,Алтайский край,535.0,1659439,False
4195,Алтайский край,1034.0,1659442,False
4201,Алтайский край,1197.0,1659446,False
4207,Алтайский край,985.0,1659452,False
4213,Алтайский край,1060.0,1659462,False
4219,Алтайский край,1266.0,1659465,False
4225,Алтайский край,1232.0,1659470,False
4231,Алтайский край,1510.0,1659474,False
4237,Алтайский край,874.0,1659478,False
4243,Алтайский край,1333.0,1659480,False
4249,Алтайский край,865.0,1659485,False
4255,Алтайский край,1126.0,1659490,False
4261,Алтайский край,12721.0,1659495,False
4268,Алтайский край,32371.0,1659000,False
4274,Алтайский край,1323.0,1660405,False
4280,Алтайский край,1329.0,1660410,False
4286,Алтайский край,594.0,1660415,False
4292,Алтайский край,1872.0,1660420,False
4298,Алтайский край,1061.0,1660425,False
